날짜,제목
2024-08-12,충전카드 차량정보 수정을 부탁드립니다.
2024-08-12,신한카드 갱신된 카드가 등록이 안됩니다.
2024-08-12,처리해주시길 바랍니다.
2024-08-12,홈페이지 연계 방법
2024-08-12,이용요금 조회시 영수증 관련 문의
2024-08-12,차량번호 변경 요청
2024-08-12,차량번호 변경 부탁드립니다.
2024-08-12,신규(중고차) 카드발급문의
2024-08-12,차량번호 변경 부탁드립니다.
2024-08-12,차량번호 변경신청
2024-08-12,차량번호 변경 부탁드립니다.
2024-08-12,차량번호 변경
2024-08-12,원단위 절사
2024-08-12,차량번호변경요청
2024-08-12,공공기관 회원가입 문의 및 결제 금액 관련
2024-08-12,차량 번호 등록
2024-08-12,처리해주시길 바랍니다.
2024-08-12,차량번호 등록
2024-08-12,자동차등록
2024-08-11,차량번호 변경 및 추가 한대 더 차량 등록 부탁드립니다.
2024-08-11,차량번호 등록 및 카드 연동하려하는데요~
2024-08-11,차량번호변경요청
2024-08-11,"중고차 구매하여 회원카드 발급하려고 하는데, 이미 등록되었다고 해서, 발급이 안되는데, 어떻게 해야 하나요?"
2024-08-10,전기차 중고 구입시 카드중복발급
2024-08-10,회원카드 차량번호 등록
2024-08-10,회원카드 차량번호 변경
2024-08-10,전기 차량 매매로 카드 해지 요청
2024-08-10,회원카드 차량번호 번경
2024-08-10,이미등록된 차량
2024-08-10,결재카드등록
2024-08-09,회원카드 등록 문제
2024-08-09,회원카드 발급 완료에 따른 차량번호 변경 요청
2024-08-09,회원카드 발급 받았는데 사용이 않되요
2024-08-09,카드 언제 오나요?
2024-08-09,차량 매도로 인해 카드해지 요청합니다.
2024-08-09,기존 카드 차량번호 변경 신청 문의
2024-08-09,차량번호 등록 및 결제카드 등록 요청
2024-08-09,결제카드 등록에 필요한 정보 제공
2024-08-09,차량 등록 번호 변경 요청
2024-08-08,회원카드 차량 등록 부탁드립니다.
2024-08-08,카드등록
2024-08-08,중고차 구매후 번호 중복 확인 불가
2024-08-08,차량번호 등록
2024-08-08,차량 번호 등록 요청
2024-08-08,차량번호 등록 요청
2024-08-08,차량번호등록
2024-08-08,차량번호 등록 요청드립니다.
2024-08-08,차량번호 변경 및 신용카드 등록
2024-08-08,회원번호 및 카드 비밀번호 조회 방법
2024-08-08,차량번호 변경 요청 드립니다.
2024-08-08,차량 번호 변경 요청
2024-08-08,카드 변경요청
2024-08-08,차량번호변경문의
2024-08-08,차량번호 변경 요청드립니다
2024-08-08,중고차 등록
2024-08-08,중복되어서 카드 신청이 안됩니다 카드번호는 조회가 안되네요
2024-08-08,차량번호 변경 요청합니다.
2024-08-08,차량번호 변경을 요청드립니다.
2024-08-07,회원카드 사용시 연락이 오게 할 수 있나요?
2024-08-07,자동차 등록번호 변경에따른 정보변경 요청
2024-08-07,차량등록했습니다 차량번호 변경 부탁드립니다
2024-08-07,임시번호에서 발급된 차번호로 변경 및 결제카드 등록이 안되는 이유?
2024-08-07,중고로 자동차를 샀는데 이미 등록된 번호라 뜨네요
2024-08-07,수소차 충전혜택
2024-08-07,임시번호에서 번호 변경 요청드립니다
2024-08-07,결제카드 등록
2024-08-07,임시번호에서 차량등록 번호 변경 요청 합니다.
2024-08-07,"임시번호로 회원카드 발급 완료, 사용전 차량번호 등록을 어디서 해야하는지 확인이 어려움"
2024-08-07,충전카드를 못받았습니다
2024-08-07,차량번호 변경신청 요청합니다.
2024-08-06,"카드발급은 완료되었는데, 결제카드등록을 어떻게 하나요?"
2024-08-06,중고차구매자인데 이미등록된 차량이라고 떠서 해결부탁드려요
2024-08-06,중고로 자동차를 샀는데 이미 등록된 번호라 뜨네요
2024-08-06,멤버십카드 결제이용안내 알림카톡
2024-08-06,회원카드 정보 변경
2024-08-06,중고차 환경부카드 발급문의입니다.
2024-08-06,네
2024-08-06,개인정보변경
2024-08-06,차량번호 중복사용불가
2024-08-06,차량번호 등록 신청합니다.
2024-08-06,회원카드 혜택이 뭔가요?
2024-08-06,차량번호 등록 부탁드립니다.
2024-08-06,차랑번호 등록 관련입니다.
2024-08-06,회원카드는 언제쯤 발급하나요? 계속 접수상태입니다
2024-08-06,미납요금 결제
2024-08-06,중고차를 샀는데 카드 신청이 안됩니다.
2024-08-05,분실하여 어플에서 삭제한 카드가 계속 되살아납니다.
2024-08-05,차량번호 등록 요청드립니다.
2024-08-05,차량번호 등록 부탁드립니다
2024-08-05,7월 28일 작성글 답글입니다
2024-08-05,중고차 회원카드 발급 문의
2024-08-05,충전요금 고지서 발급 가능 여부(공공기관)
2024-08-05,회원카드 변경요청드립니다.
2024-08-05,중고차 구매
2024-08-05,차랑번호 변경 요청
2024-08-05,충전 시 영수증발행
2024-08-05,차량번호 변경 문의입니다.
2024-08-05,결제카드 등록 및 차량번호 변경 건
2024-08-05,회원카드 분실시 재발급요청
2024-08-05,중고차 구매시 카드발급 문의
2024-08-05,카드재발급
2024-08-05,회원카드 발급
2024-08-05,환경부카드분실재발급신청
2024-08-05,카드 결제 내역 확인
2024-08-05,안녕하세요.
2024-08-04,차량번호 등록
2024-08-04,카드 등록은 도대체 어떻게 하는겁니까?
2024-08-04,중고차 구매후 카드 신청건
2024-08-03,임시번호로 회원카드신청했는데 발급전에 변경해주세요
2024-08-03,환경부 전기차 충전카드 임시번호로 발급 받았습니다. 차 출고해서 임시번호 교체 받으려 합니다.
2024-08-03,임시 차량번호로 회원카드 발급에 따른 차량번호 변경 요청
2024-08-03,차량등록 번호 변경 및 카드 발급후 결재카드 등록이 안됩니다.
2024-08-03,차량 등록 문의
2024-08-03,회원카드 신청 후 결재카드 등록이 안됩니다.
2024-08-03,중고차량 구입 및 회원카드 신청의 건
2024-08-02,중고차 구입 및 회원카드 신청
2024-08-02,결제카드 변경에 따른 기존 결제 건 취소 문의
2024-08-02,차량번호 변경 부탁드립니다.
2024-08-02,차량번호 변경 요청입니다.
2024-08-02,이용요금 조회가 안됩니다(연락처 등록)
2024-08-02,회원카드 차량번호 변경
2024-08-02,홈페이지 가까운충전소찾기 메뉴 미추홀구 없고(남구로 되어있음) 남구 검색시 아무것도 안나옴
2024-08-02,회원카드 받았는데 결제카드 등록이 안되네요
2024-08-02,환경부 카드 사용 제한 문의 및 법인 카드 등록 방안 건의
2024-08-02,회원정보 변경
2024-08-02,이용요금 조회가 안됩니다
2024-08-02,차량 정보 변경 신청
2024-08-02,충북 진천군 관내 충전기 환경부 멤버십카드 사용가능 여부
2024-08-02,실물카드 등록 할려니 정지카드라고 합니다.
2024-08-02,차량 번호 변경 요청드립니다.
2024-08-02,차량번호 변경 부탁 드립니다.
2024-08-01,차량번호 변경 요청 드립니다.
2024-08-01,차량번호 변경 부탁드립니다.
2024-08-01,차량번호 변경 부탁드립니다.
2024-08-01,전기차 차량번호판 변경
2024-08-01,차량번호 변경 바랍니다
2024-08-01,차량번호 수정 부탁드립니다
2024-08-01,충전요금 카드별 조회
2024-08-01,회원카드 명세표 표기 건의사항
2024-08-01,차량 번호 변경 부탁드립니다.
2024-08-01,장애인 충전요금 할인 관련 질의
2024-08-01,차량번호 변경 부탁드립니다.
2024-08-01,회원카드 분실 찾음
2024-08-01,차량번호 변겅
2024-08-01,중고차 등록
2024-08-01,차량번호 변경의 건
2024-08-01,중고차 구입 카드신청
2024-07-31,중고차를 구매하였습니다.
2024-07-31,차량번호 변경 건
2024-07-31,카드
2024-07-31,실물카드 등록건
2024-07-31,문의드립니다
2024-07-31,차량번호 수정요청
2024-07-31,차량번호 변경신청
2024-07-31,차량번호 변경 요청
2024-07-31,차량번호변경 부탁드립니다
2024-07-31,플러그인 하이브리드 차량의 저공해 차량 인증
2024-07-31,차량 번호 변경 부탁드립니다.
2024-07-31,충전카드 자동차 번호 등록 요청 건
2024-07-31,차량번호 변경 부탁드립니다.
2024-07-31,차량번호 변경 요청합니다
2024-07-31,차량번호 변경 관련 추가 문의
2024-07-31,회사 법인 차량 충전카드 사용자 변경 및 카드 해지 방법
2024-07-31,이용대금명세서 발급
2024-07-31,회원카드 신청하려는데 이미 등록된 차라고 나옵니다
2024-07-31,수소충전 문의드립니다.
2024-07-31,충전소 리스트 데이터 관련 문의
2024-07-31,차량구입시 충전카드 분실 재발급을 받으려고합니다
2024-07-31,신차 차량번호 등록
2024-07-30,차량번호 변경 부탁드립니다.
2024-07-30,차량번호 변경 요청 드립니다.
2024-07-30,중고 구입 으로 카드 신청합니다.
2024-07-30,멤버십카드등록
2024-07-30,카드분실 재발급
2024-07-30,"차량번호 변경 요청드립니다,."
2024-07-30,회원카드 재발급 방법
2024-07-30,차량번호변경 요청
2024-07-30,차량번호변경 신청드려요
2024-07-30,차량번호 변경신청합니다
2024-07-30,차량번호 변경 요청
2024-07-30,결제 계좌변경
2024-07-30,차량번호 수정요청드립니다.
2024-07-30,차랑번호 변경
2024-07-30,차량번호 변경 요청
2024-07-30,차량번호 변경요청
2024-07-30,중복가입차량
2024-07-30,차량번호 변경 요청드립니다
2024-07-30,카드 발급 및 충전 문의
2024-07-30,차량번호 변경 요청
2024-07-30,결제내역 확인
2024-07-30,차량번호 변경
2024-07-30,차량번호 변경 요청드립니다.
2024-07-30,차량번호 변경 요청
2024-07-29,임시번호 등록 카드 변경
2024-07-29,카드 차량 임시등록 변경요청
2024-07-29,중복가입
2024-07-29,개인사업자 회원가입
2024-07-29,차량번호 등록 요청
2024-07-29,차량번호 중복에 따른 등록 요청
2024-07-29,차량번호 등록요청
2024-07-29,담당자변경
2024-07-29,지자체 담당자 로그인 문의
2024-07-29,차량번호 등록 요청
2024-07-29,회원카드 신청 관련
2024-07-29,임시로 등록한 차량 번호 변경 요청
2024-07-29,공공기관 충전 카드 발급 문의
2024-07-29,카드 발급내역에서는 확인이 되는데 정지된카드라고 나옵니다.
2024-07-28,차량번호 등록 요청드립니다
2024-07-28,차량 번호 등록
2024-07-28,차량번호 중복으로 등록불가
2024-07-28,기존 카드 재사용방법
2024-07-28,충전카드 차량정보 수정 부탁드립니다
2024-07-28,카드 재발급 관련
2024-07-28,개명신청
2024-07-27,차량번호 등록 부탁드립니다
2024-07-27,발급받은 실물카드를 어플에서 등록하려고 nfc사용을 하니 정지카드라고나와요
2024-07-27,카드 기간만료
2024-07-27,회원카드 차량번호 변경 부탁드립니다
2024-07-27,카드
2024-07-27,회원카드 정보수정 요청합니다.
2024-07-27,차량번호변경 요청드립니다.
2024-07-27,차량번호 변경 부탁드립니다.
2024-07-27,환경부 카드 결제
2024-07-27,회원카드 차량번호 수정 요청
2024-07-27,회원카드 차량 번호 변경 요청 (임시 → 정식 번호판)
2024-07-27,임시 번호로 등록 했으나 차량 번호판이 나와 차량 번호 변경 부탁 드립니다.
2024-07-26,회원가드
2024-07-26,임시번호로 카드 등록했는데 전환 신청하고 싶습니다.
2024-07-26,회원카드 차량번호 수정
2024-07-26,차량번호 변경 요청
2024-07-26,차량번호 등록 수정 및 결제 카드등록
2024-07-26,차량번호 변경 바랍니다.
2024-07-26,차량변경등록부탁드립니다.
2024-07-26,차량번호 변경부탁드립니다
2024-07-26,차량번호 변경 바랍니다.
2024-07-26,관용차량 담당자 변경
2024-07-26,차량번호 변경 요청
2024-07-26,차량번호 등록 부탁 드립니다.
2024-07-26,차량번호 등록/변경 요청드립니다.
2024-07-26,차량번호 변경 요청드립니다
2024-07-26,차량번호 변경요청드립니다
2024-07-26,카드 사용이 안됩니다.
2024-07-26,차량번호 변경요청드립니다.
2024-07-26,질문있습니다
2024-07-26,차량번호 등록 부탁드립니다
2024-07-26,인사이동 관련 전기차 멤버십카드 관리
2024-07-26,차량번호변경등록 부탁합니다.
2024-07-26,중고차 구매후 카드신청
2024-07-25,2주가 넘었는데 환경부 카드가 도착을 안해요
2024-07-25,중고차 차량번호 등록
2024-07-25,중고차 신규 등록
2024-07-25,차량등록정보 수정
2024-07-25,"차량 번호 변경, 결제카드 등록 문의"
2024-07-25,차량 번호 바꾸려구요!
2024-07-25,회원카드 발급 후 결제카드 등록을 어떻게?
2024-07-25,차량번호 변경
2024-07-25,차량번호 변경
2024-07-25,카드 분실 재발급
2024-07-25,중고차 신규 등록
2024-07-25,차량번호 변경
2024-07-25,결제카드 등록 및 차량 번호 수정
2024-07-25,차량번호 수정요청
2024-07-24,차량번호 수정요청
2024-07-24,차량번호 수정요청
2024-07-24,차량 번호 변경 등록 요청 드립니다
2024-07-24,중고차 구매 후 카드발급시 중복 차량번호
2024-07-24,회원카드 차량번호 변경 요청합니다.
2024-07-24,이미등록된차량
2024-07-24,회원카드 차량번호 변경요청드립니다.
2024-07-24,분실카드 재발급 요청
2024-07-24,차량번호 수정요청
2024-07-24,차량번호 수정요청
2024-07-24,카드 재사용 요청
2024-07-24,카드 차량 정보 등록
2024-07-24,차량번호 변경 요청
2024-07-24,카드 차량정보 변경 요청
2024-07-24,차량번호 변경
2024-07-24,차량번호 변경
2024-07-24,차량번호변경부탁드립니다.
2024-07-24,환경부 충전기 사용 원단위 절사 결제 방법 문의
2024-07-24,차량정보변경
2024-07-24,타기관 충전소 충전내역
2024-07-24,중고차 샀는데 이미 등록된 회원이라도 떠서 회원카드 발급이 안되네요
2024-07-23,차량번호 변경 부탁드립니다.
2024-07-23,차량번호 변경 부탁드립니다^^
2024-07-23,차량번호 변경 요청 드립니다.
2024-07-23,카드 불실로 인하여 재발급 받길 바랍니다.
2024-07-23,이용요금 조회메뉴에서 해당건이 조회가 안됩니다
2024-07-23,차량번호 변경요청
2024-07-23,전기스쿠터 충전 시 멀티탭 사용하면 2개 충전 가능한가요? 외 1개 추가질문
2024-07-23,회원카드 차량번호 수정요청
2024-07-23,중고 전기차 구입 후 회원카드 발급 안됨(차량번호 중복)
2024-07-23,충전카드 분실
2024-07-23,전기차 관련 문의드립니다.
2024-07-23,발급 배송 확인 부탁드립니다.
2024-07-23,회원카드 등록
2024-07-23,분실카드 재발급 요청
2024-07-23,카드 분실해서 재발급 받으려고 하는데 중복됐다고 신청이 안됨
2024-07-23,카드 재사용
2024-07-22,차량번호 수정 요청
2024-07-22,카드 분실해서 다시 신청하려고 하는데... 이미 등록된카드라고 나옵니다.
2024-07-22,중고차 구입후 중복된번호
2024-07-22,임시번호 수정
2024-07-22,임시번호 변경
2024-07-22,충전회원카드
2024-07-22,카드 등록하려니 정지된 카드라고 합니다.
2024-07-22,차량등록
2024-07-22,차번호 다시 알려드립니다
2024-07-22,중고로 구매했는데 이미 등록된 차번호
2024-07-22,분실 상태 카드 삭제 요청
2024-07-22,회원카드 해제 부탁드립니다.
2024-07-22,중고구매후 카드신청
2024-07-22,회원카드 재발급
2024-07-21,중고 구매 했는데 이미 등록된 차량이라 하네요
2024-07-21,충전요금 조회
2024-07-21,차량번호 변경
2024-07-21,기 등록차량 (중고구매후 등록시)
2024-07-21,맴버쉽카드등록
2024-07-20,차량번호 변경
2024-07-20,법인에서 운영하는 차량 담당자 변경으로 카드 변경등록 하고 싶습니다.
2024-07-20,충전요금조회 문의
2024-07-20,등록차량?중고차량 명의변경차량
2024-07-20,카드를 등록하니 정지된 카드라고 합니다
2024-07-20,차량번호등록
2024-07-19,차량번호등록
2024-07-19,중고차량번호 중복으로 카드신청안됨
2024-07-19,"중고차 구입후 카드 발급과정에서 ""중복된 차번호""로 인한 문제 및 이름 개명의 문제"
2024-07-19,중고차량 구매 후 신규 카드 발급 불가
2024-07-19,주차장 할인이 않됩니다
2024-07-19,차량번호 변경요청 드립니다
2024-07-19,실물카드 정지 풀어주세요~
2024-07-19,카드 차량 번호 변경 부탁드립니다
2024-07-19,임시등록 차량번호변경요청
2024-07-19,차량넘버 교체해주세요
2024-07-19,차량 번호좀 바꿔주세요!
2024-07-19,미등록카드라고 뜹니다
2024-07-19,차량번호등록
2024-07-19,sns 계정연결 질문입니다.
2024-07-19,차량 번호 등록
2024-07-19,차량번호 변경 요청
2024-07-19,포인트카드등록방법
2024-07-19,차량번호 및 결재카드 등록 방법 문의 (답변 회신)
2024-07-19,회원카드 유효기간
2024-07-19,회원정보 변경 재요청
2024-07-19,회원등록과 결재카드
2024-07-19,차량번호 및 결재카드 등록 방법 문의
2024-07-19,차량번호 등록 및 결제카드 등록
2024-07-19,환경부카드 자동차번호 변경 부탁드립니다
2024-07-18,결제카드
2024-07-18,차량번호 등록
2024-07-18,카드 수령후
2024-07-18,카드 등기 도착 시간
2024-07-18,중고차 구매 후 차량번호 중복
2024-07-18,중고차구매 후 카드신청시 차량번호 중복
2024-07-18,결제카드 등록
2024-07-18,회원카드 차량번호 등록 부탁드립니다.
2024-07-18,회원정보 수정(전화번호 수정)
2024-07-18,차량번호 등록 및 결제카드 등록
2024-07-18,차번호 나와서 등록하고싶습니다
2024-07-17,발급카드 차량번호 등록 및 결제카드등록
2024-07-17,중고차 구입 시 충전카드 발급 방법은?
2024-07-17,차량 중복등록
2024-07-17,임시카드발급으로 인한 차량번호 등록
2024-07-17,내차 무공해 확인 일치화 (차대번호 = 차량번호) 요청 문의
2024-07-17,차량 번호 변경 요청
2024-07-17,차량번호와 카드등록
2024-07-17,이용요금조회
2024-07-17,카드와 차량번호 수정
2024-07-17,소유주변경으로 회원카드 추가 발급요청
2024-07-17,차량번호 변경 부탁드립니다.
2024-07-16,자동차번호 변경 요청
2024-07-16,중고 전기차를 구매 후 회원카드 신청불가
2024-07-16,하이브리드 카드 발급 가능 여부
2024-07-16,분실했는데 카드를 찾았어요. 등록방법 문의
2024-07-16,차량번호 변경 등록 요청건
2024-07-16,회원정보 승계 가능여부
2024-07-16,차량번호 변경
2024-07-16,차량번호 변경
2024-07-16,재발급 문의
2024-07-16,회원카드 해지요청
2024-07-16,담당자 변경에 따른 정보 변경 문의
2024-07-16,이상 없는 결제카드 인데 카드정지로 결제가 안된다고 나옵니다. 확인 부탁드립니다.
2024-07-16,회원카드 2개 등록 가능여부
2024-07-16,차량 번호 등록 부탁드립니다.
2024-07-16,차량번호 및 회원카드 등록 요청드립니다.
2024-07-16,차량 등록 + 회원카드 차량 번호 수정 부탁드립니다.
2024-07-15,차량번호변경
2024-07-15,차량번호 등록 부탁드려요...
2024-07-15,회원카드 해지 요청
2024-07-15,충전카드 신청
2024-07-15,카드발급후 차번호변경해주세요
2024-07-15,개인->법인 계정 변경 및 회원카드 자등차번호 변경 요청
2024-07-15,결제카드 등록이 않됩니다
2024-07-15,차량번호 변경 과 결제카드 등록
2024-07-15,차량번호 변경 등록 요청드립니다
2024-07-15,충전카드 분실
2024-07-15,충전카드 분실
2024-07-15,통합관리시스템 내의 충전 이력 수정/삭제 방법 문의
2024-07-15,확인부탁드립니다 .
2024-07-15,차량번호 변경 등록 요청
2024-07-15,중고차 구입 이미등록된차량 카드발급 안대요
2024-07-15,ev3 차량등록 언제부터 가능한지 문의드립니다.
2024-07-14,멤버십카드 차량번호 변경 요청드립니다~
2024-07-14,차량번호수정부탁드립니다.
2024-07-14,카드등록
2024-07-14,결제카드 등록문의
2024-07-14,중고차 카드 발급
2024-07-14,차량번호 수정 및 결제카드 등록이 안됩니다.
2024-07-13,결제카드 등록 문의드립니다.
2024-07-13,중고차 구입후 차량중복이 떠서 카드발급을 못 받고 있습니다.
2024-07-13,전기차 충전카드에 연동된 차량번호 변경요청합니다.
2024-07-13,중고차 구매후 회원카드 신청시 중복오류건 해결방법
2024-07-13,회원카드 오류의 건
2024-07-12,차량번호 변경
2024-07-12,결재카드 등록 어떻게 하나요?
2024-07-12,"회원카드 신청해서 카드는 받았는데, 등록이 안됩니다. 조회했는데 아무것도???? 도와주세요"
2024-07-12,카드분실
2024-07-12,비회원으로 충전한 영수증을 받고 싶습니다(출장증빙용)
2024-07-11,카드발급이 안됩니다
2024-07-11,차량번호 수정 방법 및 결재카드 등록 방법을 알려주세요.
2024-07-11,차량번호 수정 요청합니다.
2024-07-11,중고차 구입후 카드신청관련 차량번호 중복
2024-07-11,공공충전인프라 맴버십카드 문의
2024-07-11,차량번호 수정 부탁드립니다.
2024-07-11,카드발급문의
2024-07-11,차량번호 수정 요청합니다.
2024-07-11,차량번호 수정 요청 드립니다.
2024-07-11,차량등록번호수정요청합니다.
2024-07-11,차량번호 수정 요청 드립니다.
2024-07-11,차량번호 수정
2024-07-11,차량번호 수정바랍니다.
2024-07-11,카드 발급 문의
2024-07-11,가까운 충전소 찾기에서 4년정도 된 신축아파트에는 충전소 설치확인
2024-07-11,중고 차량 구매 후 발급 신청시 이미 등록된 차량
2024-07-11,차량번호 변경신청
2024-07-11,차량명의와 카드명의가 다를때
2024-07-10,중고차 구입후 카드발급 막힘
2024-07-10,회원카드발급
2024-07-10,충전요금 카드별 조회
2024-07-10,중고차 구입후 카드발급방법
2024-07-10,차량번호 수정바랍니다
2024-07-10,회원카드 등록 및 사용법 문의드립니다.
2024-07-10,차량번호 변경 요청 드립니다.
2024-07-10,차량 번호 변경 요청드립니다.
2024-07-09,중고차 구입후 카드발급
2024-07-09,중고차 구입후 환경부 등록
2024-07-09,회원카드 파손시 재발급문의
2024-07-09,중고 전기차 구매자 회원카드 등록 관련 문의
2024-07-09,24.07.03 오후에 충전하였는데
2024-07-09,회원번호가 등록되지않았다고 나옵니다.
2024-07-08,회원카드 등록
2024-07-08,카드등록
2024-07-08,중고차 구매후 회원카드 발급
2024-07-08,충전기 운영시기 문의
2024-07-08,회원카드 분실
2024-07-08,카드 반송
2024-07-08,중고차량 구입 회원카드발급
2024-07-08,차량번호 중복 등록 관련 2
2024-07-08,차량번호 변경 등록 요청합니다.
2024-07-08,차량 사용자 변경에 따른 카드 등록
2024-07-08,차량번호 중복 등록 관련
2024-07-08,법인사업자 회원카드 대량 발급 요청
2024-07-07,중고차량 구입
2024-07-07,충전카드 만들기 전에 차가 안나와서 차량번호 수정해야되는데 어케해야되나요
2024-07-07,회원카드에 등록된 차량번호 오류
2024-07-07,회원카드 해지요청
2024-07-07,처리해주시길 바랍니다.
2024-07-06,안녕하세요
2024-07-06,차량번호 변경
2024-07-06,차량번호 변경 요청합니다
2024-07-06,카드 등록이 뜨지 않습니다.
2024-07-06,카드등록에 뜨지않습니다
2024-07-05,차량번호 변경 요청
2024-07-05,카드 반송
2024-07-05,차량번호 변경 후에 저공해 3종 차량 등록 질문입니다.
2024-07-05,환경부 카드 분실로 인한 재발급 신청 오류
2024-07-05,롯데백화점 건대스타시티점 및 스타시티몰 전기차 충전시설 문의
2024-07-05,회원카드 등록
2024-07-05,차량번호 변경 요청
2024-07-05,차량번호 변경요청
2024-07-05,차량번호 변경 요청
2024-07-05,차량번호 변경 요청
2024-07-04,차량번호 변경 신쳥
2024-07-04,"회원카드 반송되었는데, 재발송 부탁드립니다."
2024-07-04,차량번호 변경 요청
2024-07-04,차량번호 변경 요청
2024-07-04,차량번호 변경 요청 드립니다.
2024-07-04,차량번호변경
2024-07-04,차량번호변경 부탁드립니다
2024-07-04,전기차 충전 요금 데이터 요청드립니다.
2024-07-04,충전기 용량별 문의합니다
2024-07-04,충전 정보 데이터 연동 문의
2024-07-04,차량번호 변경 요청
2024-07-04,결제카드 등록 및 차량번호 변경
2024-07-04,실물카드+모바일카드
2024-07-04,차량번호 변경
2024-07-04,차량 변경 후 회원카드 이용 문의
2024-07-04,다른 ID에 대한 비번 변경 요청
2024-07-04,중고차 구매 후 회원카드 발급시 문의
2024-07-04,차량 변경 후 회원카드 이용 문의
2024-07-03,차량번호 오류
2024-07-03,차량번호 변경 요청
2024-07-03,충전 이용요금 조회 관련_2
2024-07-03,회원카드 분실
2024-07-03,안녕하세요. 누리집 홈페이지 업체등록 관련 문의드립니다.
2024-07-03,"(카드 분실)재발급 하려는데, 마이페이지에 회원카드 관리 목록이 안보이네요 .."
2024-07-03,자동차 명의이전 후 회원카드 발급신청
2024-07-03,차량번호 변경요청
2024-07-03,담당자 변경으로 연결 전화번호 변경 요청합니다.
2024-07-03,사업자회원 홈페이지 가입 문의
2024-07-03,환경부 카드 로밍
2024-07-03,관용차량 법인명의 카드 발급
2024-07-03,사업자(법인)회원 / 카드 등록관련
2024-07-03,전기차 중고차 구매 차량 회원카드 발급불가
2024-07-03,중고차 구매 자동차등록
2024-07-02,중고차 구매 후 회원카드 발급
2024-07-02,차량번호 변경 요청 및 결제카드 등록오류
2024-07-02,카드발급받고 배송중이며 결제카드 연결도 했습니다만
2024-07-02,중고차구매 회원카드 신청
2024-07-02,모바일 웹패이지내 일별 충전내역 조회가 불가하여 매우 불편합니다. 이전에는 사용가능하였습니다.
2024-07-02,차량번호 변경 요청
2024-07-02,충전 이용요금 조회 관련
2024-07-02,중고차 구매 환경부 카드 발급
2024-07-02,회원카드 발급 관련 문의
2024-07-02,충전카드 차량번호 변경
2024-07-02,충전카드 차량번호 변경
2024-07-02,차량번호 변경 요청
2024-07-02,중고차구입후 카드 재발급받을려고요
2024-07-01,회원카드 분실/신청 건
2024-07-01,카드 반송관련
2024-07-01,차량번호수정 요청
2024-07-01,중고차 구매 후 회원카드 발급 불가
2024-07-01,중고차 구매로 환경부충전카드 발급시 차량 번호 중복으로 발급이 진행이 안되고 있어요~
2024-07-01,차량번호 변경 요청
2024-07-01,이미 중복된 차량번호
2024-07-01,결재카드 등록 관련
2024-07-01,자동차 판매 이후 정보변경
2024-07-01,차량번호 변경 요청
2024-07-01,미납요금 결제 방법
2024-07-01,카드 등록 요청
2024-07-01,차량번호 변경요청
2024-07-01,임시차량번호 변경요청
2024-07-01,차량 번호 변경
2024-07-01,이미등록된 차량
2024-06-30,차량번호 변경 요청
2024-06-30,이미등록되어 있는 차량 회원카드 재발급.
2024-06-30,차량번호 변경
2024-06-30,이미등록된차량
2024-06-30,차량번호 수정 문의
2024-06-30,차량변호수정및 결제카드 등록
2024-06-30,차량번호변경요청합니다.
2024-06-30,차량번호 변경 요청
2024-06-29,차량번호 변경 요청
2024-06-29,이미 등록된 차량번호 문의
2024-06-29,임시차량번호 변경요청합니다..
2024-06-29,차량번호 수정 및 결제카드 등록
2024-06-29,임시차량번호 수정
2024-06-29,카드가 반송됐습니다
2024-06-29,임시차량번호 수정요청
2024-06-29,렌트카 이용중인데 차량번호가 이미 등록되어 있다고 나옵니다.
2024-06-29,회원카드 차량번호 변경 부탁드립니다
2024-06-29,장기렌트로 차량이 나오기 전에 발급
2024-06-28,"회원 카드 등기 신청했는데, 부재중이라서 반송 되었습니다."
2024-06-28,차량번호 수정 요청
2024-06-28,중고차 구매 카드발급
2024-06-28,회원카드 왔는데 사용방법 결제등록 안뜨는데 어떻게하나요?
2024-06-28,차량번호수정
2024-06-28,중고차 구입후 회원카드 신청 문의
2024-06-28,중고차 구매
2024-06-28,차량번호 등록 요청
2024-06-28,중고차 구입 후 카드 신청
2024-06-28,차량번호 변경요청
2024-06-28,중고차구매로 이전 등록자 삭제 요청
2024-06-28,영수증 조회
2024-06-28,차량번호변경요청
2024-06-28,실물카드 등록 어떻게 하나요?
2024-06-28,중고차 구매로 인한 이전 번호 삭제 요청드립니다
2024-06-28,차량번호 등록 요청
2024-06-28,회원가입 및 회원카드 신청 문의
2024-06-28,차량번호 변경 요청
2024-06-28,회원카드 차량번호 등록 및 정지카드 해제
2024-06-27,임시차량번호를 정식번호로 변경 요청합니다.
2024-06-27,차량번호 등록 부탁드립니다.
2024-06-27,충전카드 분실로 인한 재발급 문의
2024-06-27,반송처리 카드 주소지로 다시 배송 요청
2024-06-27,차량번호 변경
2024-06-27,차량 번호 변경
2024-06-27,전기차 충전 관련 영수증 또는 문자를 받을 수 있을까요?
2024-06-27,차량번호 변경 문의
2024-06-27,"환경부 카드, 파손으로 인한 재 발급 문의"
2024-06-27,카드정보 변경 부탁드립니다.
2024-06-27,임시차량번호 수정요청 부탁드립니다.
2024-06-27,제외자동차 승인요청 언제 승인처리 되는지 궁금합니다.
2024-06-27,중고차 구매 후 회원카드 발급건
